filename,x,y,x2,y2,class
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0204.jpg,5401,764,5999,2747,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0204.jpg,3018,820,4309,3999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0204.jpg,0,673,936,3879,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0204.jpg,5252,816,5522,1825,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0204.jpg,3736,587,4234,1444,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0209.jpg,348,559,655,1217,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0210.jpg,1883,390,2395,1429,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0215.jpg,1026,462,1248,1063,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0222.jpg,353,146,1931,1779,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0224.jpg,566,108,1286,1140,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0228.jpg,832,390,1205,1209,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0228.jpg,1156,737,1451,1209,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,1732,607,1900,1135,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,1064,849,1225,1155,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,716,817,856,1130,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,460,790,571,1146,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,912,817,1062,1126,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,1222,823,1422,1157,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,546,807,732,1146,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,1080,654,1217,920,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0230.jpg,1581,646,1744,1117,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0238.jpg,198,505,515,1117,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0238.jpg,1028,497,1237,1082,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0238.jpg,783,768,883,918,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,218,328,499,1134,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,991,337,1200,1037,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,1502,302,1898,1311,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,699,315,897,1030,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,455,420,724,1076,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,1147,336,1344,1122,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,1294,329,1553,1189,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0245.jpg,873,383,1033,1037,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0254.jpg,234,272,788,1313,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0254.jpg,803,97,1464,1328,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0255.jpg,311,84,1028,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0259.jpg,526,441,884,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0259.jpg,3,549,175,749,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,1499,856,1727,1137,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,695,81,1342,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,356,338,457,536,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,240,276,372,534,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,1038,738,1172,996,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,1742,777,1874,1033,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0260.jpg,23,154,202,499,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0264.jpg,265,253,1775,1323,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0265.jpg,440,73,1559,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0274.jpg,2220,1302,3385,3480,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0274.jpg,5204,1152,5759,2045,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0277.jpg,235,154,1747,1176,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0281.jpg,1205,322,1701,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0281.jpg,601,273,1334,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0281.jpg,253,231,679,1332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0288.jpg,806,964,1483,2641,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0288.jpg,41,1206,527,2239,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0297.jpg,620,401,780,796,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0297.jpg,376,438,539,838,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0297.jpg,859,385,1082,836,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0297.jpg,1056,349,1371,827,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0301.jpg,482,496,597,833,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0301.jpg,516,449,605,566,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0306.jpg,450,418,563,694,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0306.jpg,244,389,318,553,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0306.jpg,856,511,1043,935,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0307.jpg,436,376,645,876,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0307.jpg,121,312,452,960,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0308.jpg,706,185,955,851,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0308.jpg,928,290,1080,794,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0310.jpg,79,306,789,823,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0312.jpg,690,522,852,940,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0312.jpg,944,493,1124,864,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0312.jpg,1136,609,1182,718,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0320.jpg,998,463,1146,804,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0320.jpg,828,459,974,869,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0320.jpg,571,495,751,854,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0320.jpg,1144,461,1240,728,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0323.jpg,937,222,1492,1512,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0326.jpg,995,276,1350,1250,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0327.jpg,1785,2457,3123,6702,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0335.jpg,921,197,1425,1421,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0338.jpg,968,423,1900,3142,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0345.jpg,978,1141,1486,2834,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0345.jpg,1258,957,1620,1908,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0345.jpg,1528,966,1934,1866,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0346.jpg,770,1074,1457,2993,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0347.jpg,855,1245,1383,2680,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0352.jpg,778,620,1641,3157,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0356.jpg,638,529,1025,1616,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0359.jpg,1210,410,1400,896,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0359.jpg,270,352,569,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0359.jpg,0,415,199,924,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,499,334,768,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,747,409,924,882,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,929,402,1138,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,222,440,399,868,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,1246,426,1457,977,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0368.jpg,408,436,512,818,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,745,506,944,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,954,529,1212,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,1140,499,1339,997,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,103,498,483,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,405,423,569,926,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,520,490,727,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,0,488,206,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0370.jpg,1300,536,1499,999,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0380.jpg,1000,850,1899,3225,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0381.jpg,693,996,1435,3099,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0389.jpg,968,1236,1669,2901,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0389.jpg,485,1425,568,1714,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0390.jpg,1463,342,2181,2028,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0399.jpg,2290,485,3141,2203,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0400.jpg,2442,178,3288,2332,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0404.jpg,2127,349,2798,1948,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0410.jpg,2641,416,3279,2099,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0420.jpg,614,617,1640,3007,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0423.jpg,1665,511,2242,2345,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0423.jpg,776,454,1621,2273,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0425.jpg,709,421,1703,3259,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0427.jpg,1311,357,1657,1619,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0427.jpg,1710,480,2166,1868,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0427.jpg,663,199,1390,2280,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0427.jpg,542,812,642,1020,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0429.jpg,503,675,1487,3233,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0429.jpg,1380,656,2086,3032,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0433.jpg,1653,485,2221,1861,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0439.jpg,2276,206,3196,2243,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0441.jpg,2141,0,3352,2431,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0441.jpg,3300,483,3647,1872,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0445.jpg,1778,5,2577,1959,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0451.jpg,1295,349,2000,2411,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0456.jpg,482,589,1395,3082,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0464.jpg,253,108,1599,3410,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0465.jpg,1714,255,2359,2230,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0466.jpg,929,1042,1470,2684,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0467.jpg,1530,282,2095,1972,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0482.jpg,1932,169,2702,2110,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0483.jpg,3040,447,3580,1429,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0483.jpg,1910,327,2519,1934,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0486.jpg,2049,137,2920,2250,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0494.jpg,3177,598,3479,1406,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0494.jpg,1834,361,2481,1821,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0496.jpg,723,311,1799,3078,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0498.jpg,984,557,1698,3130,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0499.jpg,724,224,1732,3315,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0509.jpg,2250,241,3101,2268,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0509.jpg,1611,1166,1719,1348,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0513.jpg,2459,409,3240,2239,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0517.jpg,2296,292,3148,2199,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0521.jpg,291,0,1358,2431,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0521.jpg,1730,196,2530,2335,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0524.jpg,606,549,1615,2996,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0528.jpg,2458,364,3072,2105,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0529.jpg,2354,194,3144,2253,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0536.jpg,382,95,1536,3211,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0538.jpg,742,149,1794,2799,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0538.jpg,64,146,662,2026,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0543.jpg,2357,447,2919,2005,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0547.jpg,168,173,1454,3212,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0551.jpg,795,382,1618,2820,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0555.jpg,772,472,1629,3133,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0572.jpg,181,218,334,598,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0572.jpg,191,149,335,265,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0582.jpg,254,253,514,899,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0583.jpg,365,369,534,849,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0585.jpg,313,128,581,851,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0590.jpg,315,258,520,935,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0590.jpg,194,396,352,877,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0597.jpg,879,1109,1926,4290,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0602.jpg,1255,1827,2515,4844,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0603.jpg,864,819,2194,3961,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0610.jpg,271,202,511,991,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0620.jpg,230,189,678,1044,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0622.jpg,137,124,459,843,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0624.jpg,157,195,453,904,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0624.jpg,423,236,597,727,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0626.jpg,975,706,2472,3798,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0628.jpg,997,1454,1758,3909,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0632.jpg,1160,1421,2303,4405,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0635.jpg,1048,1637,2199,4833,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0638.jpg,705,399,2325,4704,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0640.jpg,531,161,1153,1750,person
/content/drive/MyDrive/TFM/BibNumberTest/bib_number_0642.jpg,861,253,1495,1722,person
